X,Y,Nome,Municipio,Codigo,Estado,Categoria,Operadora,icon_url
-48.527222,-21.389167,TAQUARITINGA,TAQUARITINGA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.529167,-21.260833,MONTE ALTO,MONTE ALTO,Não Informado,SP,Doméstico,MTALT,./0.png
-48.366667,-21.466667,SANTA ERNESTINA,SANTA ERNESTINA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.328056,-21.411667,GUARIBA,GUARIBA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.302778,-21.403889,GUARIBA,GUARIBA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.316389,-21.331389,JABOTICABAL,JABOTICABAL,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.356111,-21.264167,JABOTICABAL,JABOTICABAL,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.284167,-21.229444,JABOTICABAL,JABOTICABAL,Não Informado,SP,Doméstico,JABOT,./0.png
-47.758333,-24.870833,ILHA COMPRIDA,ILHA COMPRIDA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.844381,-24.486465,REGISTRO,REGISTRO,Não Informado,SP,Doméstico,DAESP,./0.png
-47.879444,-23.331389,TATUÍ,TATUÍ,Não Informado,SP,Doméstico,TATUI,./0.png
-47.933333,-23.306944,TATUÍ,TATUÍ,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.723889,-23.104167,TIETÊ,TIETÊ,Não Informado,SP,Doméstico,TIETE,./0.png
-47.561667,-23.691667,SALTO DE PIRAPORA,SALTO DE PIRAPORA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.485833,-23.4825,SOROCABA,SOROCABA,Não Informado,SP,Doméstico,DAESP,./0.png
-47.691944,-23.298056,BOITUVA,BOITUVA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.327222,-23.349167,ITU,ITU,Não Informado,SP,Doméstico,ITU,./0.png
-46.785,-24.164167,ITANHAÉM,ITANHAÉM,Não Informado,SP,Doméstico,DAESP,./0.png
-46.828889,-24.070556,ITANHAÉM,ITANHAÉM,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-46.943056,-23.181111,JUNDIAÍ,JUNDIAÍ,Não Informado,SP,Doméstico,DAESP,./0.png
-46.545079,-24.012706,PRAIA GRANDE,PRAIA GRANDE,Não Informado,SP,Doméstico,PRGRA,./0.png
-46.656086,-23.628645,SÃO PAULO / CONGONHAS,SÃO PAULO,SBSP,SP,Internacional,INFRAERO,./0.png
-46.299169,-23.927612,SANTOS,GUARUJÁ,Não Informado,SP,Doméstico,MNAER,./0.png
-46.635452,-23.509169,SÃO PAULO / MARTE,SÃO PAULO,SBMT,SP,Doméstico,INFRAERO,./0.png
-46.482311,-23.430602,SÃO PAULO / GUARULHOS,GUARULHOS,SBGR,SP,Internacional,INFRAERO,./0.png
-46.574167,-23.127222,ATIBAIA,ATIBAIA,Não Informado,SP,Doméstico,ATIBA,./0.png
-47.895556,-22.583056,SÃO PEDRO,SÃO PEDRO,Não Informado,SP,Doméstico,SPEDR,./0.png
-47.864167,-22.193611,ITIRAPINA,ITIRAPINA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.713889,-22.156667,ANALANDIA,ANALÃNDIA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.524444,-22.966389,CAPIVARI,CAPIVARI,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.618889,-22.71,PIRACICABA,PIRACICABA,Não Informado,SP,Doméstico,DAESP,./0.png
-47.411389,-22.603333,LIMEIRA,LIMEIRA,Não Informado,SP,Doméstico,LIMER,./0.png
-47.268056,-22.755278,AMERICANA,AMERICANA,Não Informado,SP,Doméstico,AMERI,./0.png
-47.701111,-22.439722,IPEUNA,IPEÚNA,Não Informado,SP,Doméstico,IPEUN,./0.png
-47.561944,-22.429722,RIO CLARO,RIO CLARO,Não Informado,SP,Doméstico,RCLAR,./0.png
-47.36,-22.335556,ARARAS,ARARAS,Não Informado,SP,Doméstico,ARARA,./0.png
-47.418889,-22.025833,PIRACUNUNGA,PIRASSUNUNGA,Não Informado,SP,Doméstico,PIRAS,./0.png
-47.2775,-22.151944,LEME,LEME,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.139722,-21.803889,ARARAQUARA,ARARAQUARA,Não Informado,SP,Doméstico,DAESP,./0.png
-48.021389,-21.945833,IBATÉ,IBATÉ,Não Informado,SP,Doméstico,IBATE,./0.png
-47.884167,-21.995556,SÃO CARLOS,SÃO CARLOS,Não Informado,SP,Doméstico,USP,./0.png
-47.902778,-21.875,SÃO CARLOS,SÃO CARLOS,Não Informado,SP,Doméstico,DAESP,./0.png
-47.883889,-21.780556,SÃO CARLOS,SÃO CARLOS,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.775556,-21.881389,SÃO CARLOS,DESCALVADO,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.170556,-21.327222,GUARIBA,GUARIBA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.112778,-21.338611,PRADOPOLIS,PRADÓPOLIS,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.162778,-21.284167,JABOTICABAL,JABOTICABAL,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.065833,-21.130278,SERTAOZINHO,SERTÃOZINHO,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.920556,-21.202222,RIBEIRÃO PRETO,RIBEIRÃO PRETO,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.951667,-21.121389,SERTÃOZINHO,SERTÃOZINHO,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.770583,-21.139582,RIBEIRÃO PRETO,RIBEIRÃO PRETO,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.75,-21.1,JARDINOPOLIS,JARDINÓPOLIS,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.473333,-21.873889,PORTO FERREIRA,PORTO FERREIRA,Não Informado,SP,Doméstico,PTFER,./0.png
-47.343611,-21.983889,PIRACUNUNGA,PIRASSUNUNGA,Não Informado,SP,Doméstico,MNAER,./0.png
-47.630556,-21.468056,SÃO SIMAO,SÃO SIMÃO,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.024345,-22.88755,CAMPINAS / VIRACOPOS,CAMPINAS,SBKP,SP,Internacional,INFRAERO,./0.png
-46.979722,-22.440833,MOGI MIRIM,MOJI-MIRIM,Não Informado,SP,Doméstico,MGMIR,./0.png
-46.843056,-22.491944,ITAPIRA,ITAPIRA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-46.750556,-22.182778,ESPIRITO SANTO DO PINHAL,ESPÍRITO SANTO DO PINHAL,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-46.6425,-23.006389,ATIBAIA,BRAGANÇA PAULISTA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-46.536944,-22.978611,BRAGANÇA PAULISTA,BRAGANÇA PAULISTA,Não Informado,SP,Doméstico,DAESP,./0.png
-47.055,-21.7875,CASA BRANCA,CASA BRANCA,Não Informado,SP,Doméstico,CSBRA,./0.png
-46.955,-21.831667,VARGEM GRANDE DO SUL,VARGEM GRANDE DO SUL,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.033889,-21.495833,MOCOCA,MOCOCA,Não Informado,SP,Doméstico,MOCOC,./0.png
-46.839167,-22.016389,SÃO JOÃO DA BOA VISTA,SÃO JOÃO DA BOA VISTA,Não Informado,SP,Doméstico,SJBVT,./0.png
-46.891111,-21.610556,SÃO JOSE DO RIO PARDO,SÃO JOSÉ DO RIO PARDO,Não Informado,SP,Doméstico,SJRPD,./0.png
-46.753056,-21.417778,TAPIRATIBA,TAPIRATIBA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-50.213333,-20.276111,FERNANDOPOLIS,FERNANDÓPOLIS,Não Informado,SP,Doméstico,FERNA,./0.png
-49.988056,-20.423333,VOTUPORANGA,VOTUPORANGA,Não Informado,SP,Doméstico,DAESP,./0.png
-49.404167,-20.815556,SÃO JOSE DO RIO PRETO,SÃO JOSÉ DO RIO PRETO,Não Informado,SP,Doméstico,DAESP,./0.png
-49.363856,-20.761032,SÃO JOSÉ DO RIO PRETO,SÃO JOSÉ DO RIO PRETO,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.910556,-20.754167,OLIMPIA,OLÍMPIA,Não Informado,SP,Doméstico,OLIMP,./0.png
-48.827778,-20.326111,COLOMBIA,COLÔMBIA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.817222,-20.176111,COLOMBIA,COLÔMBIA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.536111,-20.970278,BEBEDOURO,BEBEDOURO,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.595278,-20.585,BARRETOS,BARRETOS,Não Informado,SP,Doméstico,DAESP,./0.png
-48.480833,-20.896667,BEBEDOURO,BEBEDOURO,Não Informado,SP,Doméstico,BEBED,./0.png
-48.486111,-20.556389,BARRETOS,BARRETOS,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.566667,-20.4225,BARRETOS,BARRETOS,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.933056,-20.745,ORLÃNDIA,ORLÃNDIA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.889167,-20.746667,ORLÃNDIA,ORLÃNDIA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.873333,-20.766111,SALES DE OLIVEIRA,ORLÃNDIA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.841667,-20.592778,SÃO JOAQUIM DA BARRA,SÃO JOAQUIM DA BARRA,Não Informado,SP,Doméstico,SJBAR,./0.png
-48.186111,-20.081111,GUAIRA,MIGUELÓPOLIS,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-47.768056,-20.374722,ITUVERAVA,ITUVERAVA,Não Informado,SP,Doméstico,ITUVE,./0.png
-47.585,-20.876667,BATATAIS,BATATAIS,Não Informado,SP,Doméstico,BATAT,./0.png
-47.378258,-20.541347,FRANCA,FRANCA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-48.001846,-19.692158,AEROPORTO DE UBERABA,UBERABA,SBUR,MG,Doméstico,INFRAERO,./0.png
-48.206646,-18.909822,AEROPORTO DE UBERLÃNDIA,UBERLÃNDIA,SBUL,MG,Doméstico,INFRAERO,./0.png
-46.068889,-23.565,BIRITIBA MIRIM,BIRITIBA-MIRIM,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-45.846768,-23.148523,AEROPORTO DE SÃO  JOSÉ DOS CAMPOS,SÃO JOSÉ DOS CAMPOS,Não Informado,SP,Doméstico,INFRAERO,./0.png
-45.075556,-23.440833,UBATUBA,UBATUBA,Não Informado,SP,Doméstico,DAESP,./0.png
-45.774444,-23.042222,CAÇAPAVA,CAÇAPAVA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-45.601667,-22.953889,TREMEMBÉ,TREMEMBÉ,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-45.493333,-22.891389,PINDAMONHANGABA,PINDAMONHANGABA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-45.430833,-22.943056,PINDAMONHANGABA,PINDAMONHANGABA,Não Informado,SP,Doméstico,PINDA,./0.png
-45.349722,-22.889167,PINDAMONHANGABA,PINDAMONHANGABA,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-45.313889,-22.804167,GUARATINGUETÁ,POTIM,Não Informado,SP,Doméstico,NÃO INFORMADA,./0.png
-45.203889,-22.791111,GUARATINGUETÁ,GUARATINGUETÁ,Não Informado,SP,Doméstico,MNAER,./0.png
-45.41807,-21.558628,VARGINHA,VARGINHA,Não Informado,MG,Doméstico,NÃO INFORMADA,./0.png
-43.40749,-22.925438,AEROPORTO DE JACAREPAGUÁ,RIO DE JANEIRO,SBJR,RJ,Doméstico,INFRAERO,./0.png
-43.199618,-22.93107,AEROPORTO SANTOS DUMONT,RIO DE JANEIRO,SBRJ,RJ,Doméstico,INFRAERO,./0.png
-43.194806,-22.80819,AEROPORTO INTERNACIONAL DO RIO DE JANEIRO/GALEÃO,RIO DE JANEIRO,SBJL,RJ,Internacional,INFRAERO,./0.png
-43.398982,-21.67667,AEROPORTO DE JUIZ DE FORA,JUIZ DE FORA,Não Informado,MG,Doméstico,INFRAERO,./0.png
-42.514722,-22.273544,NOVA FRIBURGO,NOVA FRIBURGO,Não Informado,RJ,Doméstico,NÃO INFORMADA,./0.png
-42.69381,-21.860014,ALEM PARAIBA,ALEM PARAIBA,Não Informado,MG,Doméstico,NÃO INFORMADA,./0.png
-43.964,-19.961982,AEROPORTO CARLOS PRATES,BELO HORIZONTE,SNCH,MG,Doméstico,INFRAERO,./0.png
-43.931232,-19.952766,AEROPORTO DE BELO HORIZONTE,BELO HORIZONTE,SBBH,MG,Doméstico,INFRAERO,./0.png
-43.932768,-19.87955,AEROPORTO TANCREDO NEVES,LAGOA SANTA,SBCF,MG,Internacional,INFRAERO,./0.png
-43.905607,-19.627349,AEROPORTO TANCREDO NEVES,LAGOA SANTA,Não Informado,MG,Internacional,INFRAERO,./0.png
-42.55985,-19.49043,IPATINGA,SANTANA DO PARAISO,Não Informado,MG,Doméstico,NÃO INFORMADA,./0.png
-41.94545,-18.91187,GOVERNADOR VALADARES,GOVERNADOR VALADARES,Não Informado,MG,Doméstico,NÃO INFORMADA,./0.png
-41.785813,-22.360693,AEROPORTO DE MACAÉ,MACAÉ,SBME,RJ,Doméstico,INFRAERO,./0.png
-41.316602,-21.768332,AEROPORTO BARTOLOMEU LISANDRO,CAMPOS,SBCP,RJ,Doméstico,INFRAERO,./0.png
-40.330382,-20.305534,AEROPORTO DE VITÓRIA,VITÓRIA,SBVT,ES,Doméstico,INFRAERO,./0.png
-41.56676,-17.758846,TEOFILO OTONI,TEOFILO OTONI,Não Informado,MG,Doméstico,NÃO INFORMADA,./0.png
-39.285197,-17.696894,MUCURI,MUCURI,Não Informado,BA,Doméstico,NÃO INFORMADA,./0.png
-39.226317,-17.636478,CARAVELAS,CARAVELAS,Não Informado,BA,Doméstico,NÃO INFORMADA,./0.png
-49.276492,-16.64627,AEROPORTO DE GOIÃNIA,GOIÃNIA,SBGO,GO,Doméstico,INFRAERO,./0.png
-48.453007,-13.357694,MINACU,MINACU,Não Informado,GO,Doméstico,NÃO INFORMADA,./0.png
-47.922426,-15.871262,AEROPORTO INTERNACIONAL DE BRASÍLIA/PRESIDENTE JUS,BRASÍLIA,SBBR,DF,Internacional,INFRAERO,./0.png
-49.035822,-11.670142,GUARUPI,GURUPI,Não Informado,TO,Doméstico,NÃO INFORMADA,./0.png
-48.389673,-10.65992,PORTO NACIONAL,PORTO NACIONAL,Não Informado,TO,Doméstico,NÃO INFORMADA,./0.png
-50.112148,-9.333137,SANTANA DO ARAGUAIA,SANTANA DO ARAGUAIA,Não Informado,PA,Doméstico,NÃO INFORMADA,./0.png
-48.307753,-10.226768,AEROPORTO DE PALMAS,PALMAS,Não Informado,TO,Doméstico,INFRAERO,./0.png
-43.879655,-16.610942,AEROPORTO DE MONTES CLAROS,MONTES CLAROS,SBMK,MG,Doméstico,INFRAERO,./0.png
-43.341466,-13.193854,BOM JESUS DA LAPA,BOM JESUS DA LAPA,Não Informado,BA,Doméstico,NÃO INFORMADA,./0.png
-42.884762,-14.189182,GUANAMBI,GUANAMBI,Não Informado,BA,Doméstico,NÃO INFORMADA,./0.png
-44.943989,-12.118654,BARREIRAS,BARREIRAS,Não Informado,BA,Doméstico,NÃO INFORMADA,./0.png
-50.068423,-8.061054,REDENÇÃO,REDENÇÃO,Não Informado,PA,Doméstico,NÃO INFORMADA,./0.png
-49.314759,-8.214654,AEROPORTO DE CONCEIÇÃO DO ARAGUAIA,CONCEIÇÃO DO ARAGUAIA,Não Informado,PA,Doméstico,INFRAERO,./0.png
-49.413441,-6.790836,XINGUARA,XINGUARA,Não Informado,PA,Doméstico,NÃO INFORMADA,./0.png
-50.234048,-6.11375,AEROPORTO DE CARAJÁS,PARAUAPEBAS,SBCJ,PA,Doméstico,INFRAERO,./0.png
-49.10475,-5.343424,AEROPORTO DE MARABÁ,MARABÁ,SBMA,PA,Doméstico,INFRAERO,./0.png
-48.232192,-7.278206,ARAGUAINA,ARAGUAINA,Não Informado,TO,Doméstico,NÃO INFORMADA,./0.png
-47.432647,-5.382782,AEROPORTO DE IMPERATRIZ,IMPERATRIZ,SBIZ,MA,Doméstico,INFRAERO,./0.png
-48.504456,-1.348616,AEROPORTO INTERNACIONAL DE BELÉM,BELÉM,SBBE,PA,Internacional,INFRAERO,./0.png
-48.38444,-1.321377,AEROPORTO JÚLIO CÉSAR,BELÉM,SBJC,PA,Doméstico,INFRAERO,./0.png
-46.084216,-7.671422,BALSAS,BALSAS,Não Informado,MA,Doméstico,NÃO INFORMADA,./0.png
-44.471318,-5.289347,PRESIDENTE DUTRA,PRESIDENTE DUTRA,Não Informado,MA,Doméstico,NÃO INFORMADA,./0.png
-42.814166,-5.08275,AEROPORTO DE TERESINA,TERESINA,SBTE,PI,Doméstico,INFRAERO,./0.png
-44.415292,-2.378212,AEROPORTO DE ALCÃNTARA,ALCÃNTARA,Não Informado,MA,Doméstico,INFRAERO,./0.png
-44.295951,-2.537748,AEROPORTO MARECHAL CUNHA MACHADO,SÃO  LUIZ,SBSL,MA,Doméstico,INFRAERO,./0.png
-40.8403,-14.800509,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,Não Informado,BA,Doméstico,NÃO INFORMADA,./0.png
-39.066732,-16.401022,PORTO SEGURO,PORTO SEGURO,Não Informado,BA,Doméstico,NÃO INFORMADA,./0.png
-39.11486,-14.767741,AEROPORTO DE ILHÉUS,ILHÉUS,SBIL,BA,Doméstico,INFRAERO,./0.png
-38.505625,-13.001558,AEROPORTO INTERNACIONAL DEPUTADO LUÍS EDUARDO MAGA,SALVADOR,SBSV,BA,Internacional,INFRAERO,./0.png
-40.529501,-9.374484,AEROPORTO DE PETROLINA,PETROLINA,SBPL,PE,Doméstico,INFRAERO,./0.png
-38.368597,-9.29779,AEROPORTO DE PAULO AFONSO,PAULO AFONSO,SBUF,BA,Doméstico,INFRAERO,./0.png
-38.360405,-8.902526,PETROLANDIA,PETROLANDIA,Não Informado,PE,Doméstico,NÃO INFORMADA,./0.png
-37.056395,-10.914901,SANTA MARIA,ARACAJU,SBAR,SE,Doméstico,NÃO INFORMADA,./0.png
-35.722143,-9.664598,AEROPORTO CAMPO DOS PALMARES,MACEIO,SBMO,AL,Doméstico,INFRAERO,./0.png
-39.258214,-7.20243,AEROPORTO DE JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,Não Informado,CE,Doméstico,INFRAERO,./0.png
-41.794622,-2.902142,PARNAIBA,PARNAIBA,Não Informado,PI,Doméstico,NÃO INFORMADA,./0.png
-38.551146,-3.721342,AEROPORTO INTERNACIONAL PINTO MARTINS,FORTALEZA,SBFZ,CE,Internacional,INFRAERO,./0.png
-35.88276,-7.217534,AEROPORTO PRESIDENTE JOÃO SUASSUNA,CAMPINA GRANDE,SBKG,PB,Doméstico,INFRAERO,./0.png
-34.869478,-8.051208,AEROPORTO INTERNACIONAL DE GUARARAPES,RECIFE,SBRF,PE,Internacional,INFRAERO,./0.png
-34.943307,-7.133117,AEROPORTO PRESIDENTE CASTRO PINTO,BAYEUX,Não Informado,PB,Doméstico,INFRAERO,./0.png
-35.25514,-5.903179,AEROPORTO INTERNACIONAL AUGUSTO SEVERO,PARNAMIRIM,Não Informado,RN,Internacional,INFRAERO,./0.png
-60.672704,2.849942,AEROPORTO INTERNACIONAL DE BOA VISTA,BOA VISTA,SBBV,RR,Internacional,INFRAERO,./0.png
-51.022685,0.071919,AEROPORTO INTERNACIONAL DE MACAPÁ,MACAPÁ,SBMQ,AP,Internacional,INFRAERO,./0.png
-51.735586,3.881052,OIAPOQUE,OIAPOQUE,Não Informado,AP,Doméstico,NÃO INFORMADA,./0.png
